alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url,latitude,longitude,address_1,address_2,address_3,city,zip_code,country,state,display_address,category_1,category_2,category_3,,
mayura-indian-restaurant-culver-city-2,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'buffets', 'title': 'Buffets'}]","{'latitude': 34.0199619314769, 'longitude': -118.404037426984}",(310) 559-9644,1534.066936,Aj3s1c0bU8pXnD3bV3EicQ,https://s3-media2.fl.yelpcdn.com/bphoto/E_Qqwi0j8jIRa8bZ7Jl7FA/o.jpg,FALSE,"{'address1': '10406 Venice Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['10406 Venice Blvd', 'Culver City, CA 90232']}",Mayura Indian Restaurant,13105599644,$$,4,1180,"['delivery', 'pickup', 'restaurant_reservation']",https://www.yelp.com/biz/mayura-indian-restaurant-culver-city-2?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.01996193,-118.4040374,10406 Venice Blvd,,,Culver City,90232,US,CA,"['10406 Venice Blvd', 'Culver City, CA 90232']",Indian,Vegetarian,Buffets,,
bjs-restaurant-and-brewhouse-culver-city-2,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 33.98604, 'longitude': -118.393168}",(310) 574-5170,2385.412558,CEjEDjQpSZ5WxWRrIaaAuA,https://s3-media3.fl.yelpcdn.com/bphoto/WTY_67fiB31OfKsIJ_YE2g/o.jpg,FALSE,"{'address1': '6000 Sepulveda Blvd', 'address2': 'Ste 1111', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['6000 Sepulveda Blvd', 'Ste 1111', 'Culver City, CA 90230']}",BJ's Restaurant & Brewhouse,13105745170,$$,2.5,1139,['delivery'],https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-culver-city-2?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.98604,-118.393168,6000 Sepulveda Blvd,Ste 1111,,Culver City,90230,US,CA,"['6000 Sepulveda Blvd', 'Ste 1111', 'Culver City, CA 90230']",American (New),Breweries,Pizza,,
ramen-yamadaya-culver-city,"[{'alias': 'ramen', 'title': 'Ramen'}]","{'latitude': 34.0076499, 'longitude': -118.4125398}",(310) 815-8776,1343.483487,KD9izLKuNliixZx8U_X6OA,https://s3-media4.fl.yelpcdn.com/bphoto/__56qGWHY1p8OF_nhDOpgw/o.jpg,FALSE,"{'address1': '11172 Washington Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['11172 Washington Blvd', 'Culver City, CA 90232']}",Ramen Yamadaya,13108158776,$$,3.5,1114,['pickup'],https://www.yelp.com/biz/ramen-yamadaya-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0076499,-118.4125398,11172 Washington Blvd,,,Culver City,90232,US,CA,"['11172 Washington Blvd', 'Culver City, CA 90232']",Ramen,,,,
metro-cafe-culver-city,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.0088146, 'longitude': -118.4136152}",(310) 559-6821,1416.475807,vIAA0OyA1_6v2gu1dUMEoA,https://s3-media3.fl.yelpcdn.com/bphoto/xMZRstHQX5Q2EXcTmMvNtA/o.jpg,FALSE,"{'address1': '11188 Washington Pl', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['11188 Washington Pl', 'Culver City, CA 90232']}",Metro Cafe,13105596821,$$,4,1096,['pickup'],https://www.yelp.com/biz/metro-cafe-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0088146,-118.4136152,11188 Washington Pl,,,Culver City,90232,US,CA,"['11188 Washington Pl', 'Culver City, CA 90232']",American (New),Diners,Breakfast & Brunch,,
pacos-tacos-los-angeles,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 33.9961130733156, 'longitude': -118.427787686595}",(310) 391-9616,3011.444114,VkyWf0wBVXTsxKWUhVQr6w,https://s3-media2.fl.yelpcdn.com/bphoto/5qRHUxMfAwZhbU_Lr3V2wA/o.jpg,FALSE,"{'address1': '4141 S Centinela Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90066', 'country': 'US', 'state': 'CA', 'display_address': ['4141 S Centinela Ave', 'Los Angeles, CA 90066']}",Paco's Tacos,13103919616,$$,4,1095,[],https://www.yelp.com/biz/pacos-tacos-los-angeles?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.99611307,-118.4277877,4141 S Centinela Ave,,,Los Angeles,90066,US,CA,"['4141 S Centinela Ave', 'Los Angeles, CA 90066']",Mexican,,,,
taras-himalayan-cuisine-los-angeles,"[{'alias': 'himalayan', 'title': 'Himalayan/Nepalese'}, {'alias': 'indpak', 'title': 'Indian'}]","{'latitude': 34.016931, 'longitude': -118.41051}",(310) 836-9696,1590.939937,kbgEwipbXeu3fAbornL96g,https://s3-media4.fl.yelpcdn.com/bphoto/SKdXxQihCRyybh5XGwofQQ/o.jpg,FALSE,"{'address1': '10855 Venice Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['10855 Venice Blvd', 'Los Angeles, CA 90034']}",Tara's Himalayan Cuisine,13108369696,$$,4,1092,"['delivery', 'pickup']",https://www.yelp.com/biz/taras-himalayan-cuisine-los-angeles?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.016931,-118.41051,10855 Venice Blvd,,,Los Angeles,90034,US,CA,"['10855 Venice Blvd', 'Los Angeles, CA 90034']",Himalayan/Nepalese,Indian,,,
cafe-laurent-culver-city,"[{'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.011884, 'longitude': -118.400829}",(310) 558-8622,592.4010204,kW9bVBenjMuddQoSLw2sNg,https://s3-media1.fl.yelpcdn.com/bphoto/AFTZf7wlwHHQ3e0h0ewfTQ/o.jpg,FALSE,"{'address1': '4243 Overland Ave', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['4243 Overland Ave', 'Culver City, CA 90230']}",Cafe Laurent,13105588622,$$,4,1075,"['delivery', 'pickup']",https://www.yelp.com/biz/cafe-laurent-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.011884,-118.400829,4243 Overland Ave,,,Culver City,90230,US,CA,"['4243 Overland Ave', 'Culver City, CA 90230']",French,Breakfast & Brunch,,,
pasta-sisters-culver-city-culver-city,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 34.030029, 'longitude': -118.383983}",(424) 603-4503,2852.168971,AGyxcozRYuFPpRD-nBRu0Q,https://s3-media3.fl.yelpcdn.com/bphoto/mbyx4UJR1cggXByjsiZoTA/o.jpg,FALSE,"{'address1': '3280 Helms Ave', 'address2': None, 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['3280 Helms Ave', 'Culver City, CA 90232']}",Pasta Sisters - Culver City,14246034503,$$,4,1039,"['delivery', 'pickup']",https://www.yelp.com/biz/pasta-sisters-culver-city-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.030029,-118.383983,3280 Helms Ave,,,Culver City,90232,US,CA,"['3280 Helms Ave', 'Culver City, CA 90232']",Italian,Wine Bars,,,
conservatory-for-coffee-tea-and-cocoa-culver-city,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 34.0206321, 'longitude': -118.3995192}",(310) 558-0436,1515.555367,hjj19yo1r_sPD9Ic-uII5w,https://s3-media4.fl.yelpcdn.com/bphoto/79C8-b2MSkr4_4DBzWuytg/o.jpg,FALSE,"{'address1': '10117 Washington Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['10117 Washington Blvd', 'Culver City, CA 90232']}","Conservatory For Coffee, Tea & Cocoa",13105580436,$,4.5,1024,[],https://www.yelp.com/biz/conservatory-for-coffee-tea-and-cocoa-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0206321,-118.3995192,10117 Washington Blvd,,,Culver City,90232,US,CA,"['10117 Washington Blvd', 'Culver City, CA 90232']",Coffee & Tea,,,,
samosa-house-and-bharat-bazaar-culver-city,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'vegan', 'title': 'Vegan'}]","{'latitude': 34.000963, 'longitude': -118.416193}",(310) 398-6766,1816.56572,VlK70WlHut29D1rwtE3maA,https://s3-media2.fl.yelpcdn.com/bphoto/nYbasgZNTgPjpjGgLLz8_Q/o.jpg,FALSE,"{'address1': '11510 W Washington Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90066', 'country': 'US', 'state': 'CA', 'display_address': ['11510 W Washington Blvd', 'Culver City, CA 90066']}",Samosa House and Bharat Bazaar,13103986766,$,4,1000,"['delivery', 'pickup']",https://www.yelp.com/biz/samosa-house-and-bharat-bazaar-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.000963,-118.416193,11510 W Washington Blvd,,,Culver City,90066,US,CA,"['11510 W Washington Blvd', 'Culver City, CA 90066']",Indian,Vegetarian,Vegan,,
thai-boom-on-venice-venice-blvd-2,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'bbq', 'title': 'Barbeque'}]","{'latitude': 34.01694, 'longitude': -118.41082}",(310) 842-8291,1608.920046,vY4TursKL0fpZWd7SGhrrA,https://s3-media2.fl.yelpcdn.com/bphoto/D7lwr6eyltRlMwYB7JdzWw/o.jpg,FALSE,"{'address1': '10863 W Venice Blvd', 'address2': None, 'address3': '', 'city': 'Venice Blvd', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['10863 W Venice Blvd', 'Venice Blvd, CA 90034']}",Thai Boom on Venice,13108428291,$,3.5,998,"['delivery', 'pickup']",https://www.yelp.com/biz/thai-boom-on-venice-venice-blvd-2?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.01694,-118.41082,10863 W Venice Blvd,,,Venice Blvd,90034,US,CA,"['10863 W Venice Blvd', 'Venice Blvd, CA 90034']",Thai,Noodles,Barbeque,,
gabys-mediterranean-restaurant-cafe-los-angeles,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]","{'latitude': 34.02028, 'longitude': -118.40506}",(310) 559-1808,1593.398648,DIqHC_0cy59Em_7rW9RDhg,https://s3-media4.fl.yelpcdn.com/bphoto/5Ium7bHjdTePQAu4Ib9uUw/o.jpg,FALSE,"{'address1': '10445 Venice Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['10445 Venice Blvd', 'Los Angeles, CA 90034']}",Gaby's Mediterranean Restaurant Cafe,13105591808,$$,3.5,990,"['delivery', 'pickup']",https://www.yelp.com/biz/gabys-mediterranean-restaurant-cafe-los-angeles?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.02028,-118.40506,10445 Venice Blvd,,,Los Angeles,90034,US,CA,"['10445 Venice Blvd', 'Los Angeles, CA 90034']",Mediterranean,,,,
coolhaus-culver-city,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'desserts', 'title': 'Desserts'}]","{'latitude': 34.0302095984202, 'longitude': -118.381282072168}",(310) 838-5559,2991.118301,N7AviqBUEnxJGNhYrG3MKA,https://s3-media4.fl.yelpcdn.com/bphoto/8E4qsu6aeHQeyeyJFZFOKg/o.jpg,FALSE,"{'address1': '8588 Washington Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['8588 Washington Blvd', 'Culver City, CA 90232']}",Coolhaus,13108385559,$,4,973,"['delivery', 'pickup']",https://www.yelp.com/biz/coolhaus-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0302096,-118.3812821,8588 Washington Blvd,,,Culver City,90232,US,CA,"['8588 Washington Blvd', 'Culver City, CA 90232']",Ice Cream & Frozen Yogurt,Desserts,,,
blaze-fast-fired-pizza-culver-city,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 34.0069773745213, 'longitude': -118.412543865082}",(310) 340-0638,1346.093413,ztllNH_Zj-LEo9UFyD3vlQ,https://s3-media4.fl.yelpcdn.com/bphoto/MP_NzbQbNFswpFJ-uznL7A/o.jpg,FALSE,"{'address1': '4114 Sepulveda Blvd', 'address2': None, 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['4114 Sepulveda Blvd', 'Culver City, CA 90230']}",Blaze Fast-Fire'd Pizza,13103400638,$,3.5,968,[],https://www.yelp.com/biz/blaze-fast-fired-pizza-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.00697737,-118.4125439,4114 Sepulveda Blvd,,,Culver City,90230,US,CA,"['4114 Sepulveda Blvd', 'Culver City, CA 90230']",Pizza,Salad,Fast Food,,
wildcraft-culver-city,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 34.0220534693131, 'longitude': -118.396290401852}",(310) 815-8100,1667.003755,cDOUAhWZdVP8677_ApbvfQ,https://s3-media3.fl.yelpcdn.com/bphoto/0lYea34ascn0nB53rbVfjg/o.jpg,FALSE,"{'address1': '9725 Culver Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['9725 Culver Blvd', 'Culver City, CA 90232']}",Wildcraft,13108158100,$$,4,967,"['delivery', 'pickup']",https://www.yelp.com/biz/wildcraft-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.02205347,-118.3962904,9725 Culver Blvd,,,Culver City,90232,US,CA,"['9725 Culver Blvd', 'Culver City, CA 90232']",Pizza,Italian,Bars,,
copenhagen-pastry-culver-city,"[{'alias': 'bakeries', 'title': 'Bakeries'}]","{'latitude': 34.00932, 'longitude': -118.41207}",(310) 839-8900,1322.972224,zuAtE6gNT5dfitDBI5XQ1Q,https://s3-media4.fl.yelpcdn.com/bphoto/ytB2B297sZ_eXxFz8CL7_g/o.jpg,FALSE,"{'address1': '11113 Washington Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['11113 Washington Blvd', 'Culver City, CA 90232']}",Copenhagen Pastry,13108398900,$,5,953,"['delivery', 'pickup']",https://www.yelp.com/biz/copenhagen-pastry-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.00932,-118.41207,11113 Washington Blvd,,,Culver City,90232,US,CA,"['11113 Washington Blvd', 'Culver City, CA 90232']",Bakeries,,,,
baldwin-hills-scenic-overlook-culver-city,"[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'hiking', 'title': 'Hiking'}]","{'latitude': 34.0176, 'longitude': -118.384059}",,1730.365611,MmH8oPPDKiHR4R75_XAWeA,https://s3-media3.fl.yelpcdn.com/bphoto/6a5mrHv8gqzoNJACF1J17Q/o.jpg,FALSE,"{'address1': '6300 Hetzler Rd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['6300 Hetzler Rd', 'Culver City, CA 90232']}",Baldwin Hills Scenic Overlook,,,4.5,940,[],https://www.yelp.com/biz/baldwin-hills-scenic-overlook-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0176,-118.384059,6300 Hetzler Rd,,,Culver City,90232,US,CA,"['6300 Hetzler Rd', 'Culver City, CA 90232']",Parks,Hiking,,,
lukshon-culver-city,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}]","{'latitude': 34.0298850074311, 'longitude': -118.38433641468}",(310) 202-6808,2824.464429,kBAoPP3Kb6a57AvAc0GRDg,https://s3-media1.fl.yelpcdn.com/bphoto/eBYRQCZsrte8h81Xu5KnXw/o.jpg,FALSE,"{'address1': '3239 Helms Ave', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['3239 Helms Ave', 'Culver City, CA 90232']}",Lukshon,13102026808,$$$,4,908,[],https://www.yelp.com/biz/lukshon-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.02988501,-118.3843364,3239 Helms Ave,,,Culver City,90232,US,CA,"['3239 Helms Ave', 'Culver City, CA 90232']",Asian Fusion,Thai,Vietnamese,,
cafe-70-degrees-culver-city-2,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.0168839837298, 'longitude': -118.406372289923}",(310) 837-6000,1334.746278,G-EuQuFdKhnwkCl21JzJgw,https://s3-media3.fl.yelpcdn.com/bphoto/29iQ7sqvn3nsNMR3RMyEpw/o.jpg,FALSE,"{'address1': '3863 Overland Ave', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['3863 Overland Ave', 'Culver City, CA 90232']}",Cafe 70 Degrees,13108376000,$,3.5,898,[],https://www.yelp.com/biz/cafe-70-degrees-culver-city-2?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.01688398,-118.4063723,3863 Overland Ave,,,Culver City,90232,US,CA,"['3863 Overland Ave', 'Culver City, CA 90232']",Sandwiches,Desserts,Breakfast & Brunch,,
city-tavern-culver-city,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 34.0218834, 'longitude': -118.3963357}",(310) 838-9739,1648.747608,ehn5FMKfEBANHeN4HFme3A,https://s3-media4.fl.yelpcdn.com/bphoto/76GSx1f0x7Mbil6yb6awdw/o.jpg,FALSE,"{'address1': '9739 Culver Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['9739 Culver Blvd', 'Culver City, CA 90232']}",City Tavern,13108389739,$$,3.5,892,"['delivery', 'pickup']",https://www.yelp.com/biz/city-tavern-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0218834,-118.3963357,9739 Culver Blvd,,,Culver City,90232,US,CA,"['9739 Culver Blvd', 'Culver City, CA 90232']",Gastropubs,American (New),,,
phorage-los-angeles,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]","{'latitude': 34.027469, 'longitude': -118.4132648}",(310) 876-0910,2666.865561,RJ50pWeFHXMM-3IMAj18jg,https://s3-media3.fl.yelpcdn.com/bphoto/AIopw2owA_Xsj6F0wL8Z1w/o.jpg,FALSE,"{'address1': '3300 Overland Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['3300 Overland Ave', 'Los Angeles, CA 90034']}",Phorage,13108760910,$$,3.5,881,"['pickup', 'delivery']",https://www.yelp.com/biz/phorage-los-angeles?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.027469,-118.4132648,3300 Overland Ave,,,Los Angeles,90034,US,CA,"['3300 Overland Ave', 'Los Angeles, CA 90034']",Vietnamese,,,,
sakura-japanese-restaurant-los-angeles,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 33.99191, 'longitude': -118.42247}",(310) 822-7790,2816.966822,yABfiMUE-PyHiQ35mYm_kg,https://s3-media1.fl.yelpcdn.com/bphoto/EDjrV2xEVqmTgAPe4SQH9w/o.jpg,FALSE,"{'address1': '4545 S Centinela Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90066', 'country': 'US', 'state': 'CA', 'display_address': ['4545 S Centinela Ave', 'Los Angeles, CA 90066']}",Sakura Japanese Restaurant,13108227790,$$,4,879,[],https://www.yelp.com/biz/sakura-japanese-restaurant-los-angeles?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.99191,-118.42247,4545 S Centinela Ave,,,Los Angeles,90066,US,CA,"['4545 S Centinela Ave', 'Los Angeles, CA 90066']",Japanese,Sushi Bars,Seafood,,
backstage-bar-and-grill-culver-city,"[{'alias': 'karaoke', 'title': 'Karaoke'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 34.01625, 'longitude': -118.40009}",(310) 839-3892,1039.281419,mWgaBWCd7kOBLyJ9jyk7ZQ,https://s3-media3.fl.yelpcdn.com/bphoto/OOVyT_a0PXeoiGsNIEoNjA/o.jpg,FALSE,"{'address1': '10400 Culver Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['10400 Culver Blvd', 'Culver City, CA 90232']}",Backstage Bar & Grill,13108393892,$$,4,877,[],https://www.yelp.com/biz/backstage-bar-and-grill-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.01625,-118.40009,10400 Culver Blvd,,,Culver City,90232,US,CA,"['10400 Culver Blvd', 'Culver City, CA 90232']",Karaoke,Cocktail Bars,American (Traditional),,
blind-barber-culver-city,"[{'alias': 'barbers', 'title': 'Barbers'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.0158615563944, 'longitude': -118.4068836}",(310) 841-6679,1274.045232,W6EiieNd18MaBELpuG9Cmw,https://s3-media1.fl.yelpcdn.com/bphoto/0TVfYWxKXx-R7B7pu7rHZg/o.jpg,FALSE,"{'address1': '10797 Washington Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['10797 Washington Blvd', 'Culver City, CA 90232']}",Blind Barber,13108416679,$$,4,869,[],https://www.yelp.com/biz/blind-barber-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.01586156,-118.4068836,10797 Washington Blvd,,,Culver City,90232,US,CA,"['10797 Washington Blvd', 'Culver City, CA 90232']",Barbers,Cocktail Bars,,,
lucilles-smokehouse-bar-b-que-culver-city,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'smokehouse', 'title': 'Smokehouse'}, {'alias': 'southern', 'title': 'Southern'}]","{'latitude': 33.985354, 'longitude': -118.395087}",(310) 390-1227,2435.010192,yDGL1V1t-Fwn9KJIVcP7GQ,https://s3-media2.fl.yelpcdn.com/bphoto/ZbabXLAxwRlF06oHRyGqIA/o.jpg,FALSE,"{'address1': '6000 Sepulveda Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['6000 Sepulveda Blvd', 'Culver City, CA 90230']}",Lucille's Smokehouse Bar-B-Que,13103901227,$$,3.5,846,"['pickup', 'delivery']",https://www.yelp.com/biz/lucilles-smokehouse-bar-b-que-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.985354,-118.395087,6000 Sepulveda Blvd,,,Culver City,90230,US,CA,"['6000 Sepulveda Blvd', 'Culver City, CA 90230']",Barbeque,Smokehouse,Southern,,
